ID	GeneSymbol	Description	log2FC	AdjPValue
ENSMUSG00000057265.13	Bbof1	basal body orientation factor 1 [Source:MGI Symbol;Acc:MGI:1920123]	0.070649294	0.889671522
ENSMUSG00000085767.1	Gm13563	predicted gene 13563 [Source:MGI Symbol;Acc:MGI:3652052]	-0.113445489	0.889671522
ENSMUSG00000113385.1	AC101875.1		-0.26004113	0.889671522
ENSMUSG00000039262.16	Prrc2b	proline-rich coiled-coil 2B [Source:MGI Symbol;Acc:MGI:1923304]	-0.052773425	0.889821594
ENSMUSG00000101337.6	Dnah7c	dynein, axonemal, heavy chain 7C [Source:MGI Symbol;Acc:MGI:3639762]	-0.172219812	0.889821594
ENSMUSG00000002015.5	Bcap31	B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]	0.03598597	0.88986642
ENSMUSG00000024201.12	Kdm4b	lysine (K)-specific demethylase 4B [Source:MGI Symbol;Acc:MGI:2442355]	0.035240131	0.890099691
ENSMUSG00000103251.1	Gm37519	predicted gene, 37519 [Source:MGI Symbol;Acc:MGI:5610747]	0.188706277	0.890099691
ENSMUSG00000064927.1	Gm22043	predicted gene, 22043 [Source:MGI Symbol;Acc:MGI:5451820]	0.146105884	0.890156726
ENSMUSG00000104026.1	Gm37212	predicted gene, 37212 [Source:MGI Symbol;Acc:MGI:5610440]	-0.136127478	0.890195872
ENSMUSG00000030340.16	Scnn1a	sodium channel, nonvoltage-gated 1 alpha [Source:MGI Symbol;Acc:MGI:101782]	-0.187980528	0.890200477
ENSMUSG00000000439.9	Mkrn2	makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]	-0.043561456	0.890452602
ENSMUSG00000064918.2	Gm22571	predicted gene, 22571 [Source:MGI Symbol;Acc:MGI:5452348]	0.317218329	0.890567349
ENSMUSG00000075576.12	Gm12359	predicted gene 12359 [Source:MGI Symbol;Acc:MGI:3702436]	-0.138049839	0.890896133
ENSMUSG00000051344.13	Plekhm3	pleckstrin homology domain containing, family M, member 3 [Source:MGI Symbol;Acc:MGI:2443627]	0.044837012	0.890994094
ENSMUSG00000036131.12	Frmd7	FERM domain containing 7 [Source:MGI Symbol;Acc:MGI:2686379]	0.304642755	0.891151138
ENSMUSG00000027245.11	Hypk	huntingtin interacting protein K [Source:MGI Symbol;Acc:MGI:1914943]	-0.076283388	0.891197077
ENSMUSG00000057614.6	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]	0.057927054	0.891197077
ENSMUSG00000020777.16	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl [Source:MGI Symbol;Acc:MGI:1330812]	-0.080928401	0.89133203
ENSMUSG00000087159.7	Gm15246	predicted gene 15246 [Source:MGI Symbol;Acc:MGI:3708120]	0.23639797	0.891380105
ENSMUSG00000033632.15	AW554918	expressed sequence AW554918 [Source:MGI Symbol;Acc:MGI:2147376]	0.044653558	0.891491984
ENSMUSG00000038803.7	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic) [Source:MGI Symbol;Acc:MGI:1914945]	-0.042782276	0.891491984
ENSMUSG00000111434.1	AC120394.2		-0.071879293	0.891491984
ENSMUSG00000097724.2	Gm26850	predicted gene, 26850 [Source:MGI Symbol;Acc:MGI:5477344]	-0.232382854	0.891522139
ENSMUSG00000028098.13	Rnf115	ring finger protein 115 [Source:MGI Symbol;Acc:MGI:1915095]	0.05170691	0.891567785
ENSMUSG00000104940.1	Gm42908	predicted gene 42908 [Source:MGI Symbol;Acc:MGI:5663045]	-0.120902984	0.891567785
ENSMUSG00000015942.9	Gtf2ird2	GTF2I repeat domain containing 2 [Source:MGI Symbol;Acc:MGI:2149780]	-0.057972903	0.891672942
ENSMUSG00000021356.10	Irf4	interferon regulatory factor 4 [Source:MGI Symbol;Acc:MGI:1096873]	0.122855572	0.891672942
ENSMUSG00000027676.11	Ccdc39	coiled-coil domain containing 39 [Source:MGI Symbol;Acc:MGI:1289263]	0.237680465	0.891679161
ENSMUSG00000019303.14	Psmc3ip	proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein [Source:MGI Symbol;Acc:MGI:1098610]	0.090447975	0.891934429
ENSMUSG00000107436.1	Gm44416	predicted gene, 44416 [Source:MGI Symbol;Acc:MGI:5690808]	0.239828242	0.891994428
ENSMUSG00000027854.12	Sike1	suppressor of IKBKE 1 [Source:MGI Symbol;Acc:MGI:1913891]	0.035362056	0.892110287
ENSMUSG00000097728.1	Gm26840	predicted gene, 26840 [Source:MGI Symbol;Acc:MGI:5477334]	0.131779367	0.892118298
ENSMUSG00000112188.1	AC153937.2		-0.252414136	0.892251979
ENSMUSG00000072677.4	Sox5it	SRY (sex determining region Y)-box 5, intronic transcript [Source:MGI Symbol;Acc:MGI:3642586]	-0.196868472	0.892301971
ENSMUSG00000031290.14	Lrch2	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870]	-0.098152894	0.8923661
ENSMUSG00000045730.3	Adrb2	adrenergic receptor, beta 2 [Source:MGI Symbol;Acc:MGI:87938]	-0.079798302	0.8923661
ENSMUSG00000098166.1	Gm26978	predicted gene, 26978 [Source:MGI Symbol;Acc:MGI:5504093]	0.086555452	0.892376656
ENSMUSG00000020978.10	Klhdc2	kelch domain containing 2 [Source:MGI Symbol;Acc:MGI:1916804]	-0.048084333	0.892420616
ENSMUSG00000036295.5	Lrrn3	leucine rich repeat protein 3, neuronal [Source:MGI Symbol;Acc:MGI:106036]	-0.260933047	0.89262697
ENSMUSG00000030545.9	Pex11a	peroxisomal biogenesis factor 11 alpha [Source:MGI Symbol;Acc:MGI:1338788]	0.065972682	0.892752527
ENSMUSG00000056851.13	Pcbp2	poly(rC) binding protein 2 [Source:MGI Symbol;Acc:MGI:108202]	-0.040363533	0.892752527
ENSMUSG00000063364.10	3300002I08Rik	RIKEN cDNA 3300002I08 gene [Source:MGI Symbol;Acc:MGI:1916527]	0.114306764	0.892752527
ENSMUSG00000114073.1	AC125070.4		-0.193669333	0.892752527
ENSMUSG00000095478.2	Gm9824	predicted pseudogene 9824 [Source:MGI Symbol;Acc:MGI:3641964]	0.084054575	0.89277972
ENSMUSG00000028180.18	Zranb2	zinc finger, RAN-binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1858211]	-0.036995524	0.893219992
ENSMUSG00000031166.13	Wdr13	WD repeat domain 13 [Source:MGI Symbol;Acc:MGI:1914661]	0.032861284	0.893219992
ENSMUSG00000031399.15	Fam3a	family with sequence similarity 3, member A [Source:MGI Symbol;Acc:MGI:1913544]	-0.039920229	0.893219992
ENSMUSG00000062822.7	4833420G17Rik	RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642]	0.040016995	0.893235974
ENSMUSG00000102554.1	Gm37568	predicted gene, 37568 [Source:MGI Symbol;Acc:MGI:5610796]	-0.156107753	0.893399138
ENSMUSG00000110877.1	AC164161.1		-0.219354259	0.893399138
ENSMUSG00000027933.11	Ints3	integrator complex subunit 3 [Source:MGI Symbol;Acc:MGI:2140050]	0.033574899	0.893653376
ENSMUSG00000033808.16	Tmem87a	transmembrane protein 87A [Source:MGI Symbol;Acc:MGI:2441844]	-0.033130416	0.893653376
ENSMUSG00000034371.8	Tkfc	triokinase, FMN cyclase [Source:MGI Symbol;Acc:MGI:2385084]	-0.067682815	0.893653376
ENSMUSG00000050530.14	Fam171a1	family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]	-0.045909675	0.893653376
ENSMUSG00000089755.1	0610012D04Rik	RIKEN cDNA 0610012D04 gene [Source:MGI Symbol;Acc:MGI:1918926]	0.198668116	0.893653376
ENSMUSG00000097293.1	D630002J18Rik	RIKEN cDNA D630002J18 gene [Source:MGI Symbol;Acc:MGI:3642398]	-0.207412703	0.893653376
ENSMUSG00000098274.7	Rpl24	ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1915443]	0.118347243	0.893653376
ENSMUSG00000104965.1	Gm43437	predicted gene 43437 [Source:MGI Symbol;Acc:MGI:5663574]	-0.16293497	0.893653376
ENSMUSG00000108143.1	Gm44414	predicted gene, 44414 [Source:MGI Symbol;Acc:MGI:5690806]	0.307117719	0.893653376
ENSMUSG00000006412.10	Pfdn2	prefoldin 2 [Source:MGI Symbol;Acc:MGI:1276111]	-0.059513641	0.893930545
ENSMUSG00000026870.19	Cutal	cutA divalent cation tolerance homolog-like [Source:MGI Symbol;Acc:MGI:1925246]	0.161933696	0.893930545
ENSMUSG00000061510.3	Gm10101	predicted gene 10101 [Source:MGI Symbol;Acc:MGI:3641713]	-0.222682897	0.893930545
ENSMUSG00000097418.7	Mir155hg	Mir155 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:5477161]	-0.185133669	0.893930545
ENSMUSG00000022420.15	Dnal4	dynein, axonemal, light chain 4 [Source:MGI Symbol;Acc:MGI:1859217]	-0.038325593	0.893938806
ENSMUSG00000038037.4	Socs1	suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]	0.149929049	0.894145494
ENSMUSG00000089803.3	Gm10171	predicted gene 10171 [Source:MGI Symbol;Acc:MGI:3704203]	-0.205550733	0.894145494
ENSMUSG00000005893.14	Nr2c2	nuclear receptor subfamily 2, group C, member 2 [Source:MGI Symbol;Acc:MGI:1352466]	-0.032537608	0.894407586
ENSMUSG00000024437.6	Gm8615	predicted pseudogene 8615 [Source:MGI Symbol;Acc:MGI:3647532]	0.147924608	0.894542627
ENSMUSG00000021594.11	Srd5a1	steroid 5 alpha-reductase 1 [Source:MGI Symbol;Acc:MGI:98400]	-0.139105406	0.894689707
ENSMUSG00000022769.7	Sdf2l1	stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]	0.08356604	0.894689707
ENSMUSG00000027300.9	Ubox5	U box domain containing 5 [Source:MGI Symbol;Acc:MGI:2154658]	0.055308501	0.894689707
ENSMUSG00000038347.14	Tcte2	t-complex-associated testis expressed 2 [Source:MGI Symbol;Acc:MGI:98641]	0.096812062	0.894689707
ENSMUSG00000070436.12	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]	-0.043558526	0.894689707
ENSMUSG00000095649.3	Gm8979	predicted gene 8979 [Source:MGI Symbol;Acc:MGI:3703149]	0.222163021	0.894689707
ENSMUSG00000028012.15	Rrh	retinal pigment epithelium derived rhodopsin homolog [Source:MGI Symbol;Acc:MGI:1097709]	-0.235002365	0.894720456
ENSMUSG00000022752.8	Tomm70a	translocase of outer mitochondrial membrane 70 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:106295]	0.050135951	0.894879445
ENSMUSG00000028062.15	Lamtor2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:MGI Symbol;Acc:MGI:1932697]	-0.04215641	0.894879445
ENSMUSG00000026319.13	2310035C23Rik	RIKEN cDNA 2310035C23 gene [Source:MGI Symbol;Acc:MGI:1922832]	0.03615826	0.895112852
ENSMUSG00000031028.14	Tub	tubby bipartite transcription factor [Source:MGI Symbol;Acc:MGI:2651573]	-0.260347474	0.895112852
ENSMUSG00000029156.11	Sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:1346523]	-0.046634067	0.895310221
ENSMUSG00000014453.3	Blk	B lymphoid kinase [Source:MGI Symbol;Acc:MGI:88169]	0.232437313	0.895927159
ENSMUSG00000007570.15	Fance	Fanconi anemia, complementation group E [Source:MGI Symbol;Acc:MGI:1920025]	-0.058646765	0.896043552
ENSMUSG00000011008.13	Mcoln2	mucolipin 2 [Source:MGI Symbol;Acc:MGI:1915529]	0.235272461	0.896118089
ENSMUSG00000062175.13	Tgif2	TGFB-induced factor homeobox 2 [Source:MGI Symbol;Acc:MGI:1915299]	0.141825185	0.896118089
ENSMUSG00000052407.16	Ccdc171	coiled-coil domain containing 171 [Source:MGI Symbol;Acc:MGI:1922152]	-0.06139674	0.896198602
ENSMUSG00000008333.12	Snrpb2	U2 small nuclear ribonucleoprotein B [Source:MGI Symbol;Acc:MGI:104805]	0.041983702	0.89622195
ENSMUSG00000028664.14	Ephb2	Eph receptor B2 [Source:MGI Symbol;Acc:MGI:99611]	0.135608666	0.89622195
ENSMUSG00000037172.14	E330009J07Rik	RIKEN cDNA E330009J07 gene [Source:MGI Symbol;Acc:MGI:2444256]	0.049293162	0.89622195
ENSMUSG00000113070.1	AC134439.1		-0.130221491	0.89622195
ENSMUSG00000010914.10	Pdhx	pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]	0.06185067	0.896309861
ENSMUSG00000019738.15	Polr2i	polymerase (RNA) II (DNA directed) polypeptide I [Source:MGI Symbol;Acc:MGI:1917170]	-0.048805753	0.89646602
ENSMUSG00000027748.11	Trpc4	transient receptor potential cation channel, subfamily C, member 4 [Source:MGI Symbol;Acc:MGI:109525]	0.312126923	0.89646602
ENSMUSG00000079484.12	Phyhd1	phytanoyl-CoA dioxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:3612860]	-0.083053356	0.896512124
ENSMUSG00000056459.14	Zbtb25	zinc finger and BTB domain containing 25 [Source:MGI Symbol;Acc:MGI:99197]	0.061197889	0.896665856
ENSMUSG00000003778.14	Brd8	bromodomain containing 8 [Source:MGI Symbol;Acc:MGI:1925906]	-0.038566304	0.896863652
ENSMUSG00000019432.15	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:MGI Symbol;Acc:MGI:99240]	-0.030224456	0.896863652
ENSMUSG00000054850.4	Smim10l2a	small integral membrane protein 10 like 2A [Source:MGI Symbol;Acc:MGI:2443645]	-0.238972753	0.896863652
ENSMUSG00000107370.1	Gm43588	predicted gene 43588 [Source:MGI Symbol;Acc:MGI:5663725]	-0.144469198	0.896863652
ENSMUSG00000038732.15	Mboat1	membrane bound O-acyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2387184]	-0.103962734	0.896871937
ENSMUSG00000040667.11	Nup88	nucleoporin 88 [Source:MGI Symbol;Acc:MGI:104900]	0.036236989	0.896871937
ENSMUSG00000106385.1	Gm42943	predicted gene 42943 [Source:MGI Symbol;Acc:MGI:5663080]	-0.239021335	0.896871937
ENSMUSG00000038570.15	Saxo2	stabilizer of axonemal microtubules 2 [Source:MGI Symbol;Acc:MGI:1914618]	0.145045631	0.897146505
ENSMUSG00000023286.16	Ube2j2	ubiquitin-conjugating enzyme E2J 2 [Source:MGI Symbol;Acc:MGI:2153608]	0.041013294	0.897242763
ENSMUSG00000089945.13	Pakap	paralemmin A kinase anchor protein [Source:MGI Symbol;Acc:MGI:5141924]	-0.211062769	0.897369127
ENSMUSG00000080543.1	Gm22709	predicted gene, 22709 [Source:MGI Symbol;Acc:MGI:5452486]	-0.258511491	0.897432943
ENSMUSG00000024241.6	Sos1	son of sevenless homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:98354]	0.039635298	0.897719136
ENSMUSG00000009079.16	Ewsr1	Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]	0.026516781	0.897997924
ENSMUSG00000021500.15	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:MGI Symbol;Acc:MGI:1920895]	-0.031015173	0.898247978
ENSMUSG00000020021.4	Fgd6	FYVE, RhoGEF and PH domain containing 6 [Source:MGI Symbol;Acc:MGI:1261419]	-0.044161431	0.898305259
ENSMUSG00000071350.12	Setdb2	SET domain, bifurcated 2 [Source:MGI Symbol;Acc:MGI:2685139]	0.054004949	0.898417173
ENSMUSG00000102478.1	BC085271	cDNA sequence BC085271 [Source:MGI Symbol;Acc:MGI:3612444]	-0.205103995	0.898417173
ENSMUSG00000039354.16	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 [Source:MGI Symbol;Acc:MGI:1859183]	0.035573867	0.898421072
ENSMUSG00000014198.15	Zfp385c	zinc finger protein 385C [Source:MGI Symbol;Acc:MGI:3608347]	-0.232104777	0.898568772
ENSMUSG00000027163.13	Commd9	COMM domain containing 9 [Source:MGI Symbol;Acc:MGI:1923751]	0.050373161	0.898569346
ENSMUSG00000113965.1	AL645664.1		-0.117689674	0.898592203
ENSMUSG00000022416.15	Cacna1i	calcium channel, voltage-dependent, alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]	-0.241785885	0.89861219
ENSMUSG00000026596.13	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene) [Source:MGI Symbol;Acc:MGI:87860]	0.033923807	0.89861219
ENSMUSG00000059179.6	Gm8991	predicted pseudogene 8991 [Source:MGI Symbol;Acc:MGI:3644227]	-0.144187298	0.89861219
ENSMUSG00000092677.1	Mir5106	microRNA 5106 [Source:MGI Symbol;Acc:MGI:4950426]	0.248918117	0.89861219
ENSMUSG00000099045.1	Mir6374	microRNA 6374 [Source:MGI Symbol;Acc:MGI:5530674]	0.260077664	0.89861219
ENSMUSG00000099083.7	Atf7	activating transcription factor 7 [Source:MGI Symbol;Acc:MGI:2443472]	-0.051626823	0.89861219
ENSMUSG00000084964.2	Gm15503	predicted gene 15503 [Source:MGI Symbol;Acc:MGI:3782950]	0.196715802	0.898679401
ENSMUSG00000086839.7	Gm11973	predicted gene 11973 [Source:MGI Symbol;Acc:MGI:3650058]	-0.264405238	0.898686658
ENSMUSG00000003198.9	Zfp959	zinc finger protein 959 [Source:MGI Symbol;Acc:MGI:2385058]	-0.061854618	0.89883264
ENSMUSG00000027593.15	Raly	hnRNP-associated with lethal yellow [Source:MGI Symbol;Acc:MGI:97850]	-0.03284587	0.89883264
ENSMUSG00000097910.2	5033428I22Rik	RIKEN cDNA 5033428I22 gene [Source:MGI Symbol;Acc:MGI:1923246]	-0.101866848	0.89883264
ENSMUSG00000097960.1	A330074K22Rik	RIKEN cDNA A330074K22 gene [Source:MGI Symbol;Acc:MGI:3045392]	-0.163334996	0.89883264
ENSMUSG00000097151.1	Gm26514	predicted gene, 26514 [Source:MGI Symbol;Acc:MGI:5477008]	0.081645209	0.89883437
ENSMUSG00000107358.1	Gm43168	predicted gene 43168 [Source:MGI Symbol;Acc:MGI:5663305]	0.150822383	0.899046467
ENSMUSG00000104917.1	Gm43289	predicted gene 43289 [Source:MGI Symbol;Acc:MGI:5663426]	-0.215683779	0.899048792
ENSMUSG00000110419.1	AW046200	expressed sequence AW046200 [Source:MGI Symbol;Acc:MGI:2142745]	-0.123835104	0.899048792
ENSMUSG00000003208.8	Ccdc94	coiled-coil domain containing 94 [Source:MGI Symbol;Acc:MGI:1920136]	0.055410766	0.899126219
ENSMUSG00000039683.16	Sdk1	sidekick cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:2444413]	0.128783119	0.899126219
ENSMUSG00000056592.14	Zfp658	zinc finger protein 658 [Source:MGI Symbol;Acc:MGI:2652821]	-0.091976708	0.899126219
ENSMUSG00000057722.17	Lepr	leptin receptor [Source:MGI Symbol;Acc:MGI:104993]	-0.100107595	0.899126219
ENSMUSG00000008129.14	4930432K21Rik	RIKEN cDNA 4930432K21 gene [Source:MGI Symbol;Acc:MGI:1921916]	0.160292981	0.899498096
ENSMUSG00000039701.11	Usp53	ubiquitin specific peptidase 53 [Source:MGI Symbol;Acc:MGI:2139607]	0.03744862	0.899498096
ENSMUSG00000038010.9	Ccdc138	coiled-coil domain containing 138 [Source:MGI Symbol;Acc:MGI:1923388]	0.092315097	0.899554977
ENSMUSG00000108551.1	Gm20274	predicted gene, 20274 [Source:MGI Symbol;Acc:MGI:5012459]	-0.106070237	0.899591163
ENSMUSG00000029290.12	Zfp326	zinc finger protein 326 [Source:MGI Symbol;Acc:MGI:1927246]	0.042965432	0.899628122
ENSMUSG00000032097.10	Ddx6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 [Source:MGI Symbol;Acc:MGI:104976]	-0.033625072	0.899766237
ENSMUSG00000000194.13	Gpr107	G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054]	0.030121005	0.899931302
ENSMUSG00000106054.1	Gm43623	predicted gene 43623 [Source:MGI Symbol;Acc:MGI:5663760]	-0.264680048	0.899936903
ENSMUSG00000112110.1	AC158605.1		0.275105333	0.899936903
ENSMUSG00000028551.14	Cdkn2c	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) [Source:MGI Symbol;Acc:MGI:105388]	0.073926916	0.899971849
ENSMUSG00000094114.1	Gm21967	predicted gene, 21967 [Source:MGI Symbol;Acc:MGI:5439436]	0.112677084	0.900026048
ENSMUSG00000027018.11	Hat1	histone aminotransferase 1 [Source:MGI Symbol;Acc:MGI:96013]	-0.037899782	0.900370088
ENSMUSG00000037085.7	Trmt12	tRNA methyltranferase 12 [Source:MGI Symbol;Acc:MGI:1915510]	-0.064376256	0.900370088
ENSMUSG00000041939.14	Mvk	mevalonate kinase [Source:MGI Symbol;Acc:MGI:107624]	-0.060208364	0.900370088
ENSMUSG00000043424.10	Eif3j2	eukaryotic translation initiation factor 3, subunit J2 [Source:MGI Symbol;Acc:MGI:3704486]	-0.163849204	0.900370088
ENSMUSG00000057421.12	Las1l	LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380]	0.036611751	0.900370088
ENSMUSG00000097343.2	9030407P20Rik	RIKEN cDNA 9030407P20 gene [Source:MGI Symbol;Acc:MGI:1918818]	0.078699562	0.900370088
ENSMUSG00000032228.16	Tcf12	transcription factor 12 [Source:MGI Symbol;Acc:MGI:101877]	0.028775525	0.900662627
ENSMUSG00000020732.13	Rab37	RAB37, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1929945]	0.115051698	0.900961127
ENSMUSG00000106859.1	Gm42737	predicted gene 42737 [Source:MGI Symbol;Acc:MGI:5662874]	0.137553373	0.900961127
ENSMUSG00000037017.15	Zscan21	zinc finger and SCAN domain containing 21 [Source:MGI Symbol;Acc:MGI:99182]	-0.044086329	0.900963807
ENSMUSG00000001794.13	Capns1	calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]	-0.043649721	0.900985965
ENSMUSG00000022789.14	Dnm1l	dynamin 1-like [Source:MGI Symbol;Acc:MGI:1921256]	-0.037875237	0.901286795
ENSMUSG00000064208.6	Gm10145	predicted gene 10145 [Source:MGI Symbol;Acc:MGI:3704353]	-0.104227915	0.901286795
ENSMUSG00000082383.2	Gm9670	predicted gene 9670 [Source:MGI Symbol;Acc:MGI:3780078]	-0.152768976	0.901286795
ENSMUSG00000040219.4	Ttc12	tetratricopeptide repeat domain 12 [Source:MGI Symbol;Acc:MGI:2444588]	-0.057107315	0.901351199
ENSMUSG00000051236.13	Msrb3	methionine sulfoxide reductase B3 [Source:MGI Symbol;Acc:MGI:2443538]	0.038004297	0.901351199
ENSMUSG00000062963.10	Ufc1	ubiquitin-fold modifier conjugating enzyme 1 [Source:MGI Symbol;Acc:MGI:1913405]	0.043035581	0.901351199
ENSMUSG00000081651.1	Gm15530	predicted gene 15530 [Source:MGI Symbol;Acc:MGI:3782978]	0.090935151	0.901351199
ENSMUSG00000103506.1	Gm38376	predicted gene, 38376 [Source:MGI Symbol;Acc:MGI:5611604]	-0.096167348	0.901351199
ENSMUSG00000038540.14	Tmc3	transmembrane channel-like gene family 3 [Source:MGI Symbol;Acc:MGI:2669033]	-0.242207861	0.901361766
ENSMUSG00000095616.1	Gm26244	predicted gene, 26244 [Source:MGI Symbol;Acc:MGI:5456021]	-0.145432019	0.901656396
ENSMUSG00000098934.1	Gm18853	predicted gene, 18853 [Source:MGI Symbol;Acc:MGI:5011038]	-0.130185392	0.901656396
ENSMUSG00000042323.16	Pbrm1	polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998]	-0.024698945	0.901866305
ENSMUSG00000090394.8	4930523C07Rik	RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897]	-0.047542356	0.901961031
ENSMUSG00000015672.4	Mrpl32	mitochondrial ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:2137226]	0.052916346	0.902023139
ENSMUSG00000031826.20	Usp10	ubiquitin specific peptidase 10 [Source:MGI Symbol;Acc:MGI:894652]	0.034140675	0.902023139
ENSMUSG00000035297.14	Cops4	COP9 signalosome subunit 4 [Source:MGI Symbol;Acc:MGI:1349414]	-0.03662288	0.902023139
ENSMUSG00000053647.4	Gper1	G protein-coupled estrogen receptor 1 [Source:MGI Symbol;Acc:MGI:1924104]	0.088924992	0.902023139
ENSMUSG00000021318.15	Gli3	GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]	0.065953039	0.90204289
ENSMUSG00000097559.1	D430018E03Rik	RIKEN cDNA D430018E03 gene [Source:MGI Symbol;Acc:MGI:3045245]	0.118598575	0.90204289
ENSMUSG00000025873.16	Faf2	Fas associated factor family member 2 [Source:MGI Symbol;Acc:MGI:1923827]	-0.03160537	0.902087982
ENSMUSG00000034538.8	Zfp418	zinc finger protein 418 [Source:MGI Symbol;Acc:MGI:2444763]	0.071330932	0.902241751
ENSMUSG00000016087.13	Fli1	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	-0.030522258	0.902264162
ENSMUSG00000083027.1	Gm13140	predicted gene 13140 [Source:MGI Symbol;Acc:MGI:3649297]	0.241783827	0.902264162
ENSMUSG00000106528.1	Gm42841	predicted gene 42841 [Source:MGI Symbol;Acc:MGI:5662978]	-0.11505635	0.902264162
ENSMUSG00000074570.13	Cass4	Cas scaffolding protein family member 4 [Source:MGI Symbol;Acc:MGI:2444482]	0.104762852	0.902334923
ENSMUSG00000001128.7	Cfp	complement factor properdin [Source:MGI Symbol;Acc:MGI:97545]	-0.06502399	0.902364488
ENSMUSG00000109517.1	Gm44763	predicted gene 44763 [Source:MGI Symbol;Acc:MGI:5753339]	0.133075854	0.902364488
ENSMUSG00000024855.9	Pacs1	phosphofurin acidic cluster sorting protein 1 [Source:MGI Symbol;Acc:MGI:1277113]	0.040546789	0.902408716
ENSMUSG00000031671.11	Setd6	SET domain containing 6 [Source:MGI Symbol;Acc:MGI:1913333]	-0.050307123	0.902479986
ENSMUSG00000032369.13	Plscr1	phospholipid scramblase 1 [Source:MGI Symbol;Acc:MGI:893575]	0.054461812	0.902539522
ENSMUSG00000028270.12	Gbp2	guanylate binding protein 2 [Source:MGI Symbol;Acc:MGI:102772]	0.068063268	0.902691666
ENSMUSG00000032118.16	Fez1	fasciculation and elongation protein zeta 1 (zygin I) [Source:MGI Symbol;Acc:MGI:2670976]	0.098558067	0.902691666
ENSMUSG00000106772.1	Gm43794	predicted gene 43794 [Source:MGI Symbol;Acc:MGI:5663931]	0.106730312	0.902726168
ENSMUSG00000108624.1	Gm45091	predicted gene 45091 [Source:MGI Symbol;Acc:MGI:5753667]	-0.282570657	0.90291723
ENSMUSG00000003135.15	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]	0.038564276	0.902980458
ENSMUSG00000049303.10	Syt12	synaptotagmin XII [Source:MGI Symbol;Acc:MGI:2159601]	-0.107908266	0.903237263
ENSMUSG00000026696.15	Vamp4	vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730]	-0.036060419	0.903273148
ENSMUSG00000084771.8	A230072E10Rik	RIKEN cDNA A230072E10 gene [Source:MGI Symbol;Acc:MGI:3603753]	-0.140195711	0.903273148
ENSMUSG00000036533.8	Cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3 [Source:MGI Symbol;Acc:MGI:2384718]	-0.038101402	0.903503351
